#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-01T19:43:54 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-01T19:43:54	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=100&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-out.src=I/355/gaiadr3&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=I/355/gaiadr3&-out.orig=standard&-out=RA_ICRS&-out=DE_ICRS&-out=Source&-out=e_RA_ICRS&-out=e_DE_ICRS&-out=Plx&Plx=&gt;=100&-out=e_Plx&-out=PM&-out=pmRA&-out=e_pmRA&-out=pmDE&-out=e_pmDE&-out=RUWE&-out=FG&-out=e_FG&-out=Gmag&-out=FBP&-out=e_FBP&-out=BPmag&-out=FRP&-out=e_FRP&-out=RPmag&-out=BP-RP&-out=RV&-out=e_RV&-out=Vbroad&-out=GRVSmag&-out=QSO&-out=Gal&-out=NSS&-out=XPcont&-out=XPsamp&-out=RVS&-out=EpochPh&-out=EpochRV&-out=MCMCGSP&-out=MCMCMSC&-out=And&-out=Teff&-out=logg&-out=[Fe/H]&-out=Dist&-out=A0&-out=HIP&-out=PS1&-out=SDSS13&-out=SKYM2&-out=TYC2&-out=URAT1&-out=AllWISE&-out=APASS9&-out=GSC23&-out=RAVE5&-out=2MASS&-out=RAVE6&-out=RAJ2000&-out=DEJ2000&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1355
#Name: I/355
#Title: Gaia DR3 Part 1. Main source (Gaia Collaboration, 2022)
#INFO	ivoid=ivo://cds.vizier/i/355	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/355	    IVOID of underlying data collection
#INFO	creator=Gaia collaboration	    First author or institution
#INFO	cites=bibcode:2022yCat.1355....0G	    Bibcode of the dataset
#INFO	journal=yCat	    Journal name
#INFO	original_date=2022	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/355	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.1355	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-12-12	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2016.000:	ICRS
#Table	I_355_gaiadr3:
#Name: I/355/gaiadr3
#Title: Gaia DR3 source catalog (1811709771 sources)
#Column	_RAJ2000	(F17.13)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F17.13)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	RA_ICRS	(F15.11)	Right ascension (ICRS) at Ep=2016.0 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F15.11)	Declination (ICRS) at Ep=2016.0 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	Source	(I19)	Unique source identifier (unique within a particular Data Release) (source_id)	[ucd=meta.id;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Plx	(F9.4)	? Parallax (parallax)	[ucd=pos.parallax.trig]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax.trig]
#Column	PM	(F9.3)	? Total proper motion (pm)	[ucd=pos.pm;pos.eq]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction, pmRA*cosDE (pmra)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	RUWE	(F7.3)	? Renormalised unit weight error (ruwe)	[ucd=stat.error]
#Column	FG	(F16.5)	? G-band mean flux (phot_g_mean_flux)	[ucd=phot.flux;em.opt]
#Column	e_FG	(E11.4)	? Error on G-band mean flux (phot_g_mean_flux_error)	[ucd=stat.error;phot.flux;em.opt]
#Column	Gmag	(F9.6)	? G-band mean magnitude (phot_g_mean_mag)	[ucd=phot.mag;em.opt]
#Column	FBP	(E11.4)	? Integrated BP mean flux (phot_bp_mean_flux)	[ucd=phot.flux;em.opt.B]
#Column	e_FBP	(E11.4)	? Error on the integrated BP mean flux (phot_bp_mean_flux_error)	[ucd=stat.error;phot.flux;em.opt.B]
#Column	BPmag	(F9.6)	? Integrated BP mean magnitude (phot_bp_mean_mag)	[ucd=phot.mag;em.opt.B]
#Column	FRP	(E11.4)	? Integrated RP mean flux (phot_rp_mean_flux)	[ucd=phot.flux;em.opt.R]
#Column	e_FRP	(E11.4)	? Error on the integrated RP mean flux (phot_rp_mean_flux_error)	[ucd=stat.error;phot.flux;em.opt.R]
#Column	RPmag	(F9.6)	? Integrated RP mean magnitude (phot_rp_mean_mag)	[ucd=phot.mag;em.opt.R]
#Column	BP-RP	(F9.6)	? BP-RP colour (bp_rp)	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	RV	(F7.2)	? Radial velocity (radial_velocity)	[ucd=spect.dopplerVeloc.opt;em.opt.I]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error)	[ucd=stat.error;spect.dopplerVeloc.opt;em.opt.I]
#Column	Vbroad	(F8.4)	? Spectral line broadening parameter (vbroad)	[ucd=spect.dopplerVeloc.opt;em.opt.I]
#Column	GRVSmag	(F9.6)	? Integrated Grvs magnitude (grvs_mag)	[ucd=phot.mag;em.opt]
#Column	QSO	(I1)	[0/1] Flag indicating the availability of additional information in the QSO candidates table (in_qso_candidates)	[ucd=meta.code.status]
#Column	Gal	(I1)	[0/1] Flag indicating the availability of additional information in the galaxy candidates table (in_galaxy_candidates)	[ucd=meta.code.status]
#Column	NSS	(I1)	[0/7] Flag indicating the availability of additional information in the various Non-Single Star tables (non_single_star)	[ucd=meta.code.status]
#Column	XPcont	(I1)	[0/1] Flag indicating the availability of mean BP/RP spectrum in continuous representation for this source (has_xp_continuous)	[ucd=meta.code.status]
#Column	XPsamp	(I1)	[0/1] Flag indicating the availability of mean BP/RP spectrum in sampled form for this source (has_xp_sampled)	[ucd=meta.code.status]
#Column	RVS	(I1)	[0/1] Flag indicating the availability of mean RVS spectrum for this source (has_rvs)	[ucd=meta.code.status]
#Column	EpochPh	(I1)	[0/1] Flag indicating the availability of epoch photometry for this source (has_epoch_photometry)	[ucd=meta.code.status]
#Column	EpochRV	(I1)	[0/1] Flag indicating the availability of epoch radial velocity for this source (has_epoch_rv)	[ucd=meta.code.status]
#Column	MCMCGSP	(I1)	[0/1] Flag indicating the availability of GSP-Phot MCMC samples for this source (has_mcmc_gspphot)	[ucd=meta.code.status]
#Column	MCMCMSC	(I1)	[0/1] Flag indicating the availability of MSC MCMC samples for this source (has_mcmc_msc)	[ucd=meta.code.status]
#Column	And	(I1)	[0/1] Flag indicating that the source is present in the Gaia Andromeda Photometric Survey (GAPS) (in_andromeda_survey)	[ucd=meta.code.status]
#Column	Teff	(F7.1)	? Effective temperature from GSP-Phot Aeneas best library using BP/RP spectra (teff_gspphot)	[ucd=phys.temperature.effective]
#Column	logg	(F7.4)	? Surface gravity from GSP-Phot Aeneas best library using BP/RP spectra (logg_gspphot)	[ucd=phys.gravity]
#Column	[Fe/H]	(F7.4)	? Iron abundance from GSP-Phot Aeneas best library using BP/RP spectra (mh_gspphot)	[ucd=phys.abund.Z]
#Column	Dist	(F10.4)	? Distance from GSP-Phot Aeneas best library using BP/RP spectra (distance_gspphot)	[ucd=pos.distance;pos.eq]
#Column	A0	(F7.4)	? Monochromatic extinction A_0 at 547.7nm from GSP-Phot Aeneas best library using BP/RP spectra (azero_gspphot)	[ucd=phys.absorption;em.opt]
#Column	HIP	(I6)	? HIP cross-id number, van Leeuwen, Cat. I/311 (hip_original_ext_source_id)	[ucd=meta.number;phys.atmol.number]
#Column	PS1	(I18)	? PS1 cross-id name, Chambers et al., Cat. II/349 (ps1_original_ext_source_id)	[ucd=meta.id.cross]
#Column	SDSS13	(I19)	? SDSS name, Albareti et al., 2017ApJS..233...25A (sdss13_ext_source_id)	[ucd=meta.id.cross]
#Column	SKYM2	(I9)	? SkyMapperDR2 cross-id name, Onken et al., 2019PASA...36...33O (skym2_original_ext_source_id)	[ucd=meta.id.cross]
#Column	TYC2	(a12)	Tycho-2 cross-id name, Hog et al., Cat. I/259 (tyc2_original_ext_source_id)	[ucd=meta.id.cross]
#Column	URAT1	(a15)	URAT1 name, Zacharias et al., Cat. I/329 (urat1_original_ext_source_id)	[ucd=meta.id.cross]
#Column	AllWISE	(a19)	ALLWISE cross-id name, Cutri et al., Cat. II/328 (allwise_original_ext_source_id)	[ucd=meta.id.cross]
#Column	APASS9	(I8)	? APASS9 identification, Henden et al., Cat. II/336 (apass9_original_ext_source_id)	[ucd=meta.id.cross]
#Column	GSC23	(a10)	GSC2.3 cross-id name, Lasker et al., Cat. I/305 (gsc23_original_ext_source_id)	[ucd=meta.id.cross]
#Column	RAVE5	(a16)	RAVE DR5 cross-id name, Kunder et al., Cat. III/279 (rave5_original_ext_source_id)	[ucd=meta.id.cross]
#Column	2MASS	(a17)	2MASS cross-id name, Cutri et al., Cat. II/246 (twomass_original_ext_source_id)	[ucd=meta.id.cross]
#Column	RAVE6	(a21)	RAVE DR6 cross-id name, Steinmetz et al., Cat. III/283 (rave6_original_ext_source_id)	[ucd=meta.id.cross]
#Column	RAJ2000	(F15.11)	Barycentric right ascension (ICRS) at Ep=2000.0 (added by CDS) (ra2000)	[ucd=pos.eq.ra]
#Column	DEJ2000	(F15.11)	Barycentric declination (ICRS) at Ep=2000.0 (added by CDS) (dec2000)	[ucd=pos.eq.dec]
_RAJ2000;_DEJ2000;RA_ICRS;DE_ICRS;Source;e_RA_ICRS;e_DE_ICRS;Plx;e_Plx;PM;pmRA;e_pmRA;pmDE;e_pmDE;RUWE;FG;e_FG;Gmag;FBP;e_FBP;BPmag;FRP;e_FRP;RPmag;BP-RP;RV;e_RV;Vbroad;GRVSmag;QSO;Gal;NSS;XPcont;XPsamp;RVS;EpochPh;EpochRV;MCMCGSP;MCMCMSC;And;Teff;logg;[Fe/H];Dist;A0;HIP;PS1;SDSS13;SKYM2;TYC2;URAT1;AllWISE;APASS9;GSC23;RAVE5;2MASS;RAVE6;RAJ2000;DEJ2000
deg;deg;deg;deg; ;mas;mas;mas;mas;mas/yr;mas/yr;mas/yr;mas/yr;mas/yr; ;e-/s;e-/s;mag;e-/s;e-/s;mag;e-/s;e-/s;mag;mag;km/s;km/s;km/s;mag; ; ; ; ; ; ; ; ; ; ; ;K;[cm/s2];[-];pc;mag; ; ; ; ; ; ; ; ; ; ; ; ;deg;deg
-----------------;-----------------;---------------;---------------;-------------------;-------;-------;---------;-------;---------;---------;------;---------;------;-------;----------------;-----------;---------;-----------;-----------;---------;-----------;-----------;---------;---------;-------;-----;--------;---------;-;-;-;-;-;-;-;-;-;-;-;-------;-------;-------;----------;-------;------;------------------;-------------------;---------;------------;---------------;-------------------;--------;----------;----------------;-----------------;---------------------;---------------;---------------
099.2949950070199;+17.5648147825939;099.29143146488;+17.56631651774;3359074685047632640; 0.0184; 0.0169; 100.0232; 0.0208;  835.760; -764.414; 0.022;  337.883; 0.018;  1.087;   5292238.56074; 1.9149e+03; 8.878268; 1.5606e+06; 1.5243e+03; 9.855305; 5.4762e+06; 2.9184e+03; 7.901706; 1.953599; -58.64; 0.16;        ; 7.470643;0;0;0;1;1;0;0;0;1;0;0; 3503.5; 4.2336;-1.1919;   10.0009; 0.0001; 31635;                  ;                   ;         ;1333-1683-1 ;URAT1-538104039;J063710.25+173356.8;24489530;N8KY000313;                ;06371092+1733526 ;                     ; 99.29499466502; 17.56481492672
038.4048994934101;+24.9271353867414;038.40513666109;+24.92413187712; 102162639019033600; 0.0356; 0.0338; 100.1465; 0.0429;  677.520;   48.392; 0.044; -675.790; 0.046;  1.423;    460494.25556; 2.4098e+02;11.529306; 6.8972e+04; 1.5527e+02;13.241863; 6.1627e+05; 7.0323e+02;10.273463; 2.968400;  -6.48; 0.36;        ; 9.685478;0;0;0;1;1;0;0;0;1;0;0; 3089.3; 4.8588;-0.3066;    9.9730; 0.0003;      ;137910384050330667;1237670960013049906;         ;            ;URAT1-575018256;J023337.21+245530.5;  343605;NC6E007382;                ;02333717+2455392 ;                     ; 38.40489949593; 24.92713535483
217.6574603575224;+59.7235741959470;217.65033579380;+59.72427392962;1618010323247026560; 0.0404; 0.0394; 100.3110; 0.0437;  823.386; -808.202; 0.058;  157.397; 0.053;  1.131;     21749.64851; 1.2090e+01;14.843737; 7.5199e+02; 8.3459e+00;18.148016; 3.6202e+04; 2.9686e+01;13.351052; 4.796964;       ;     ;        ;         ;0;0;0;1;1;0;0;0;0;0;0;       ;       ;       ;          ;       ;      ;179662176527979618;1237654398089298068;         ;            ;URAT1-749236892;J143036.64+594326.6;        ;N4KK002813;                ;14303787+5943249 ;                     ;217.65746035752; 59.72357419595
008.1232777146474;+67.2343884115103;008.14284006815;+67.23327824206; 527956488339113600; 0.0278; 0.0290; 100.3966; 0.0374; 1721.484; 1703.226; 0.035; -250.056; 0.043;  1.541;    679551.59394; 2.9211e+02;11.106811; 1.3459e+05; 7.7215e+02;12.515979; 8.7211e+05; 7.7232e+03; 9.896468; 2.619511;  -0.54; 0.68;        ; 9.344199;0;0;0;0;0;1;0;0;0;0;0;       ;       ;       ;          ;       ;      ;188680081363511213;                   ;         ;            ;               ;                   ;        ;          ;                ;00322979+6714043 ;                     ;  8.12327773204; 67.23438841052
223.6218174333777;+16.1010549972444;223.62310860272;+16.10053096476;1187851653287128576; 0.0150; 0.0169; 100.5243; 0.0210;  303.000;  279.117; 0.022; -117.908; 0.021;  1.193;   4222792.91809; 2.3964e+03; 9.123367; 1.0210e+06; 2.1695e+03;10.315930; 4.8468e+06; 6.5029e+03; 8.034248; 2.281682;  -7.97; 0.18;        ; 7.525733;0;0;0;1;1;1;1;0;1;0;0; 3268.8; 4.0758;-0.8972;    9.9460; 0.0000; 72944;                  ;1237668272444276760;         ;1478-495-1  ;URAT1-531188710;                   ; 7773764;N5X9000074;                ;14542923+1606039 ;                     ;223.62181745030; 16.10105499038
280.2908323202130;+24.7887807978784;280.29327363236;+24.78903471868;4535928365908541440; 0.0194; 0.0242; 100.5553; 0.0310;  501.945;  498.683; 0.026;   57.128; 0.029;  1.193;    126002.07612; 7.7089e+01;12.936422; 1.2232e+04; 4.7343e+01;15.119807; 1.8756e+05; 3.1326e+02;11.565019; 3.554789; -11.48; 0.47;        ;10.938850;0;0;0;1;1;0;0;0;1;0;0; 2899.0; 5.1052;-0.1436;    9.9318; 0.0000;      ;137742802927227340;                   ;         ;            ;URAT1-574265240;J184110.16+244719.9;        ;          ;                ;18410981+2447195 ;                     ;280.29083236634; 24.78878080268
210.9647746768074;-42.6980558481386;210.96248100755;-42.69934702783;6109610086872510592; 0.0283; 0.0276; 100.6025; 0.0336;  477.757; -379.283; 0.034; -290.510; 0.041;  1.329;    395246.06062; 3.1127e+02;11.695198; 6.1456e+04; 1.3510e+02;13.367126; 5.2339e+05; 4.1268e+02;10.450823; 2.916303;  -0.29; 0.91;        ; 9.852028;0;0;0;1;1;0;0;0;0;0;0;       ;       ;       ;          ;       ;      ;                  ;                   ;308269664;            ;               ;J140351.18-424156.0;54975501;S98I001511;                ;14035157-4241528 ;                     ;210.96477467572;-42.69805584875
280.2906597941882;+24.7873414761450;280.29313368850;+24.78772836272;4535928365908540416; 0.0133; 0.0174; 100.6850; 0.0215;  512.786;  505.344; 0.018;   87.045; 0.021;  1.159;    965493.87512; 3.9257e+02;10.725493; 1.3168e+05; 1.6654e+02;12.539735; 1.3260e+06; 1.2021e+03; 9.441540; 3.098195;       ;     ;        ;         ;0;0;2;1;1;0;0;0;0;0;0;       ;       ;       ;          ;       ;      ;137742802930125697;                   ;         ;            ;URAT1-574265237;                   ;35441763;N21E044071;                ;18410977+2447143 ;                     ;280.29065979419; 24.78734147614
057.6845391576472;-06.0948968296912;057.68254737645;-06.10099103685;3243715604392800512; 0.0324; 0.0287; 100.7299; 0.0409; 1441.788; -445.618; 0.038;-1371.196; 0.035;  1.685;    483127.15144; 3.2338e+02;11.477213; 8.1411e+04; 5.6703e+01;13.061828; 6.3146e+05; 3.1829e+02;10.247032; 2.814795;  -9.64; 0.28;        ; 9.664613;0;0;0;1;1;1;0;0;0;0;0; 3201.4; 5.0366;-0.2826;    9.9074; 0.0004;      ;100670576827669472;1237652900773167115; 21885966;            ;URAT1-420006111;J035043.99-060555.7;23376025;S1YQ011524;                ;03504432-0605400 ;                     ; 57.68453912600; -6.09489692652
310.4630337216768;-32.4351825784097;310.46433403424;-32.43703678438;6792436799475128960; 0.0592; 0.0317; 100.7921; 0.0726;  484.794;  246.929; 0.076; -417.195; 0.055;  2.331;   2783632.37047; 2.3794e+03; 9.575837; 4.4569e+05; 5.9989e+03;11.215967; 4.2185e+06; 5.8381e+04; 8.184990; 3.030977;  -4.06; 0.50;        ;         ;0;0;0;1;1;0;0;0;0;0;0;       ;       ;       ;          ;       ;      ;                  ;                   ;234056193;            ;               ;                   ;60319881;SCLW000408;                ;                 ;                     ;310.46303373039;-32.43518259084
142.6857724659321;+00.3226649593868;142.68324346444;+00.32022324372;3840711729206827520; 0.0222; 0.0229; 100.9033; 0.0265;  790.952; -569.016; 0.029; -549.386; 0.026;  1.105;   1186396.49469; 5.2914e+02;10.501792; 2.2326e+05; 3.8715e+02;11.966499; 1.4899e+06; 1.1041e+03; 9.315035; 2.651464;  46.20; 0.16;        ; 8.741953;0;0;0;1;1;1;0;0;1;0;0; 3088.8; 4.3057;-0.7626;    9.8880; 0.0005; 46655;                  ;1237648721751244872;111341951;            ;URAT1-452107431;J093044.18+001915.9;27355451;N6QH002826;                ;09304457+0019214 ;                     ;142.68577265886;  0.32266514566
069.4205434010559;+52.8936147114007;069.42278387138;+52.89150297231; 272855565763652480; 0.0210; 0.0156; 100.9161; 0.0266;  564.142;  304.125; 0.030; -475.146; 0.024;  1.172;  12414639.73836; 4.3835e+03; 7.952531; 4.0128e+06; 2.2758e+03; 8.829921; 1.2206e+07; 6.3943e+03; 7.031435; 1.798486;  33.73; 0.14; 11.6724; 6.644145;0;0;0;1;1;0;0;0;1;0;0; 3760.6; 4.5050;-0.6343;    9.9082; 0.0009; 21553;                  ;                   ;         ;3732-542-1  ;URAT1-715158985;                   ; 1855383;NAS0037617;                ;04374092+5253372 ;                     ; 69.42054327627; 52.89361482901
255.8495160833603;+51.4063524105162;255.85040248888;+51.40906417008;1412645602995521920; 0.0207; 0.0215; 100.9274; 0.0219;  622.700;  124.410; 0.025;  610.145; 0.028;  1.299;    303764.19868; 1.6830e+02;11.981026; 3.9485e+04; 7.6812e+01;13.847453; 4.2117e+05; 3.5603e+02;10.686746; 3.160708;  37.17; 0.30;        ;10.102693;0;0;0;1;1;0;0;0;1;0;0; 3045.4; 5.0333;-0.0670;    9.8992; 0.0000;      ;                  ;                   ;         ;            ;URAT1-708246580;J170324.02+512429.2; 8480475;N4DQ007923;                ;17032384+5124219 ;                     ;255.84951602894; 51.40635224403
123.7966529096867;-23.7376795647743;123.79719661240;-23.73739379319;5699418131466175488; 0.0173; 0.0181; 101.0408; 0.0269;  129.130;  111.983; 0.021;   64.299; 0.023;  1.394;    709891.94933; 3.2339e+02;11.059386; 1.2460e+05; 5.3306e+02;12.599783; 9.3187e+05; 6.6727e+02; 9.824503; 2.775280;  45.26; 0.58;        ; 9.227747;0;0;0;1;1;1;0;0;1;0;0; 3189.3; 4.9691;-0.0358;    9.8865; 0.0000;      ; 79511237970285275;                   ;         ;            ;               ;J081511.27-234414.9;46209644;S5S7001153;                ;08151117-2344157 ;                     ;123.79665286900;-23.73767958616
249.0893737057231;-02.3245869507397;249.09140230088;-02.32596128152;4358031335898505472; 0.0357; 0.0165; 101.0719; 0.0501;  551.007;  456.058; 0.055; -309.224; 0.040;  0.950; 113116554.14724; 4.3548e+04; 5.553552; 5.5869e+07; 4.9638e+04; 5.970621; 8.2557e+07; 1.4402e+05; 4.956011; 1.014609; -13.11; 0.12;  6.3093; 4.752253;0;0;0;1;1;0;0;0;1;0;0; 5106.7; 4.4810;-0.2209;    9.8997; 0.0000; 81300;                  ;                   ;194259311;5052-996-1  ;URAT1-439152627;                   ;        ;S8LE000110;                ;16362142-0219281 ;                     ;249.08937374969; -2.32458698053
294.0055681725389;+15.5989807659548;294.00572921555;+15.59871595756;4318384355378007424; 1.6225; 1.3542; 101.0817; 3.4682;   69.051;   34.900; 1.763;  -59.582; 2.179;  1.378;       106.55791; 1.1747e+00;20.618402;           ;           ;         ;           ;           ;         ;         ;       ;     ;        ;         ;0;0;0;0;0;0;0;0;0;0;0;       ;       ;       ;          ;       ;      ;                  ;                   ;         ;            ;               ;                   ;        ;          ;                ;                 ;                     ;294.00556817254; 15.59898076595
